listing_id,split_group,fold
mubawab.ma:content:fd5e8a71c88ee1a83da98897,g8931,4
mubawab.ma:content:eb500b0051ba61dce8d9d675,g5355,4
mubawab.ma:content:bb1f2aeaff6eda72669c4e16,g8935,3
mubawab.ma:native:8383194,g8936,2
mubawab.ma:content:2aea2e64e44f09d966d63eee,g8505,3
mubawab.ma:content:3256ef453fb44dee666c0fd0,g8938,1
mubawab.ma:content:256579329bb89586a2852ef4,g4658,1
mubawab.ma:content:8159103ae7d863369b72c889,g8941,4
mubawab.ma:native:8243363,g3708,2
mubawab.ma:content:6664e538122c13a3d424b039,g8944,3
mubawab.ma:content:1ec3951b2b99f154465abf2e,g8948,2
mubawab.ma:content:7a9e40000ccb330efcc6fa10,g8949,1
mubawab.ma:native:8396338,g8950,0
mubawab.ma:content:90dc6b4265efd603d1ebfbf3,g8951,4
mubawab.ma:content:774a989f3c81c3a02b9d933f,g8952,4
mubawab.ma:content:9182d0de442e79a80d4ff997,g4451,4
mubawab.ma:native:8267195,g726,3
mubawab.ma:content:67dd13efe3963673be3238de,g8955,3
mubawab.ma:native:8299023,g8956,2
mubawab.ma:content:ecd1447992ff36b4cc32d568,g5846,2
mubawab.ma:native:8059515,g317,0
mubawab.ma:content:2beaf0436ac526b356f7240b,g8960,1
mubawab.ma:content:afee072709af9dd970005fad,g506,4
mubawab.ma:native:8380600,g8963,0
mubawab.ma:native:8313349,g8965,4
mubawab.ma:content:99fc5232999953c0d29933ed,g8966,3
mubawab.ma:content:328cf142ad93d723ece85e54,g8347,0
mubawab.ma:content:34d7ff79247255b8f9055602,g8969,2
mubawab.ma:native:8264407,g8970,1
mubawab.ma:content:1e2868a7ebc9a20089fc51d8,g4089,0
mubawab.ma:native:8362589,g8973,0
mubawab.ma:content:a58911580d7e82916add8a2e,g6609,2
mubawab.ma:native:8075509,g8979,4
mubawab.ma:content:adf61d2279a2dd12d286d50a,g8131,3
mubawab.ma:content:d05389236ef04087a738b101,g8983,2
mubawab.ma:native:8381866,g8984,1
mubawab.ma:content:b19fc9112a0431b1e60fcea3,g8985,0
mubawab.ma:content:0fc5edd33925f7e2fa370280,g8986,4
mubawab.ma:content:eebdca8dd8fb802a7ef23e1a,g8987,3
mubawab.ma:content:08b6cb65898dfdfa3411abb6,g8988,2
mubawab.ma:content:eb31d36174f972476f736a63,g8989,1
mubawab.ma:native:8395290,g8990,4
mubawab.ma:content:ea7e4caf990ed63adfcfae37,g8991,3
mubawab.ma:native:8398370,g1372,1
mubawab.ma:native:8208516,g8995,2
mubawab.ma:content:dfae91e2f866c7ab49bbe293,g8996,1
mubawab.ma:content:24e5d1aa9ccd0291ae762233,g8997,0
mubawab.ma:native:8385150,g8998,4
mubawab.ma:content:174da3d00b8a0df4fa0fd3cf,g9000,3
mubawab.ma:content:a6239a89cd32a09cc2a6041c,g9001,2
mubawab.ma:native:8125348,g9003,1
mubawab.ma:content:59a30e0bcc535d6d1d4f1339,g1891,0
mubawab.ma:native:8380601,g9008,3
mubawab.ma:content:63643765afd21f0cbe5a0d0a,g9009,0
mubawab.ma:content:18404cf18eba29a313d6af60,g9010,4
mubawab.ma:content:9aeac10ce7267fe8b28c410a,g4438,4
mubawab.ma:content:f23514d53a58c6062a7312b7,g9013,3
mubawab.ma:content:46c22894d930f4fa545e960d,g9015,2
mubawab.ma:native:8326976,g67,4
mubawab.ma:native:8368542,g5236,4
mubawab.ma:content:cabe0966c5b4321841714880,g9023,0
mubawab.ma:content:2f9cc49fc3b9db72f7f105b9,g9024,4
mubawab.ma:content:2b74042be8854b7284950dbf,g9025,3
mubawab.ma:content:10b51087f10cf9a047be1ee1,g9026,2
mubawab.ma:content:8ef1ecd6f98fa93c1dd0a5f2,g9027,1
mubawab.ma:content:a60c34207db25e5209afbf9e,g3466,3
mubawab.ma:content:d1a26f08df9f8fddfbf46877,g5956,2
mubawab.ma:content:91710c148c7713cc4614de3a,g9032,0
mubawab.ma:content:33049e43c66630f32606a4ba,g9035,4
mubawab.ma:content:134ad4d3f812d1cefc0be015,g3612,4
mubawab.ma:native:8263938,g8101,1
mubawab.ma:content:62deb4d7053ee54972bc2f5e,g9038,3
mubawab.ma:content:931f4f1ad7322b31050df441,g9039,2
mubawab.ma:native:8262468,g9040,0
mubawab.ma:content:9e1b0820736cdbb4908aa35c,g9041,2
mubawab.ma:content:a211581cde0a61d595fcd8a1,g9042,4
mubawab.ma:content:9c989024de4cbec760d2d8b4,g9043,3
mubawab.ma:content:ee3492c5ea12ad317fa7aac5,g9044,2
mubawab.ma:content:9358caacfe1479d0df37ce47,g3666,4
mubawab.ma:content:bff1953cac33578bf41f2522,g9048,1
mubawab.ma:content:67dcafa48988dba84c257eff,g9049,0
mubawab.ma:native:8301596,g225,3
mubawab.ma:native:8354639,g9053,4
mubawab.ma:content:2175467b9129d823841e3cb6,g9054,3
mubawab.ma:content:cbe85273e1edb83fbcee7c6f,g9056,2
mubawab.ma:content:ae88448d81518cdfa583dc16,g220,2
mubawab.ma:content:62ca9ad23de27b8a5ed8aabd,g9059,1
mubawab.ma:content:26cf778ea89f3bec76348616,g542,4
mubawab.ma:content:72d8771be816acfde60167ea,g9061,0
mubawab.ma:content:79f67e5c065f1d9c29a9f510,g9062,1
mubawab.ma:content:b0f26c51ef2f7f0d0c1cae21,g9064,4
mubawab.ma:native:8384905,g9067,3
mubawab.ma:content:6ba51844d071ded3493710df,g9068,2
mubawab.ma:content:aac2a7326018a71484654642,g222,0
mubawab.ma:content:a30233b5a7791b50f4859680,g9070,1
mubawab.ma:native:8353534,g6934,1
mubawab.ma:content:cc1e2a32e1a38fe3ec8d0a03,g3615,3
mubawab.ma:native:8396010,g9073,0
mubawab.ma:native:8251453,g9074,4
mubawab.ma:content:611b25add5049e71b58419d9,g9075,3
mubawab.ma:content:0bb17ff483b679311d187549,g9078,2
mubawab.ma:content:4c299af63ac44d64ded31629,g7025,4
mubawab.ma:content:bc177f1b90c0a830fce1c4da,g9080,1
mubawab.ma:content:c2c5e3a0d5ac88655221eb7e,g9081,0
mubawab.ma:native:8262291,g5762,1
mubawab.ma:native:8260663,g3204,0
mubawab.ma:content:628ca0735713b285bc8686a3,g3096,0
mubawab.ma:content:d20d35590e8295818b02c53b,g8112,0
mubawab.ma:native:8308807,g2924,1
mubawab.ma:content:90dbbf797f6debeac9f7bb6c,g9089,4
mubawab.ma:content:3455a29a9c1c5852fbb96428,g7064,3
mubawab.ma:content:706c3af2c47799496ef0bda3,g402,1
mubawab.ma:native:8350358,g9094,0
mubawab.ma:content:7a3b2c6a9b6e7f5928c496f7,g3047,4
mubawab.ma:content:d27dea23a317e643ee6d69e0,g9096,2
mubawab.ma:content:67c1e61e476d4687c5bbd819,g9097,1
mubawab.ma:content:9f161f878ea33f2408945997,g5655,0
mubawab.ma:native:8260402,g2203,1
mubawab.ma:content:253b951442aca7bbb8319d04,g230,3
mubawab.ma:content:dbfcec3506638b91ca661e4a,g9101,4
mubawab.ma:content:e85cceed429cfcc5c0ea0f82,g9103,4
mubawab.ma:content:2cb130fbdf0fc6dce52bfc25,g1910,2
mubawab.ma:content:b418a9edf3109f7c31f0ca3d,g9105,3
mubawab.ma:content:92a50c4a528b570e009c9daf,g9106,2
mubawab.ma:content:76d71c9d139db10472ca884b,g3657,2
mubawab.ma:native:8391749,g9110,0
mubawab.ma:content:deaf34efd4760ef0bc7af200,g9111,4
mubawab.ma:content:707a6c1d190a44958a37ee6e,g9114,3
mubawab.ma:content:1a0ec83f961cffc5083177ff,g9115,2
mubawab.ma:content:4d9409c4d1f2903bf7e17756,g8341,3
mubawab.ma:native:8360703,g7671,1
mubawab.ma:content:e74b2d100be4afd22d827579,g9119,1
mubawab.ma:native:8361840,g958,4
mubawab.ma:content:096b1255869678871cce5be9,g9123,0
mubawab.ma:content:be434508bf605e8adc7aebca,g9124,4
mubawab.ma:content:00d310a17059248f77f471ad,g4556,4
mubawab.ma:content:79e16d76a86774517b8ee0ab,g9127,3
mubawab.ma:content:d981912b94606c0a765fb5f2,g1454,2
mubawab.ma:content:197be90d4293d257d6e84c1b,g4708,2
mubawab.ma:content:b903a9415c10609a32335213,g9131,3
mubawab.ma:native:8342372,g388,0
mubawab.ma:content:02d66baa277080b926310659,g220,2
mubawab.ma:native:8047341,g6403,3
mubawab.ma:content:805ae58a324e1f8863976337,g370,1
mubawab.ma:content:8f4cff2b7b945ebc3d805074,g9138,1
mubawab.ma:content:fa0f5c698e7263c9941446c4,g9062,1
mubawab.ma:content:0ac41a5d94d8c090d74d749a,g968,3
mubawab.ma:content:e169f2106fc4bb1f27e90c6f,g9141,2
mubawab.ma:content:19226e0ce2d6aa0db3637b90,g9143,0
mubawab.ma:native:8205085,g5851,0
mubawab.ma:url:92d0e148a37efb57affbb65c,g618,4
mubawab.ma:content:8d83f6d811c356662495e867,g1086,2
mubawab.ma:content:81fbc13c8b960e415abbba9f,g923,4
mubawab.ma:content:96e677c3f024ccc1b16b1223,g1599,1
mubawab.ma:content:b8cac134255d94183f467e5a,g9151,4
mubawab.ma:content:c1c8322b14422bc030cfc49c,g5203,0
mubawab.ma:content:69bab270ed2d32226ba690f6,g1658,4
mubawab.ma:native:8262068,g4010,3
mubawab.ma:content:e7141f6a89865c502a7f4588,g2313,2
mubawab.ma:content:d7214c049c4eabfedbe02271,g9156,3
mubawab.ma:content:51d2b400b0971cf19b09dae1,g750,0
mubawab.ma:content:6cb4e2aa39e237fd3d93250b,g9158,2
mubawab.ma:content:7b10bc9e5ff83a10ec42043a,g9159,1
mubawab.ma:content:5ed6830a1b6e492fb52ad670,g1387,4
mubawab.ma:native:8406864,g1880,1
mubawab.ma:content:74d96bd1e859136793051f22,g9164,0
mubawab.ma:native:8393408,g9165,4
mubawab.ma:content:5f4252cd2a1b748ce5284c25,g9166,3
mubawab.ma:content:986b778d205c1dc4ef3f40f6,g2205,0
mubawab.ma:content:6cb3ba7cf4d06fc818bba104,g220,2
mubawab.ma:content:68e25fb65a5e5f94183d1dad,g9172,2
mubawab.ma:content:1cfc8c0e23fe5bdb696d447f,g9174,1
mubawab.ma:native:8382806,g9177,0
mubawab.ma:content:2bedd643b758bec94465592a,g1658,4
mubawab.ma:url:ba4457308fbbaf3e6a09d509,g7734,3
mubawab.ma:content:549fa1f410c041ff4cbb0aad,g9180,4
mubawab.ma:native:8319730,g2266,3
mubawab.ma:content:8f868a0e5356a6f76febaa9d,g9182,3
mubawab.ma:content:c5d0a5ef00d0b99123e09423,g9185,2
mubawab.ma:content:15eed79a9e9d66cdb4f1c56c,g9186,1
mubawab.ma:content:8a2afcbe9a019eb479a72db2,g3428,3
mubawab.ma:content:1aef76902b7b0823f54b3207,g5637,1
mubawab.ma:native:8136709,g9190,4
mubawab.ma:url:3f6da662c51e460adc95ecb7,g9191,3
mubawab.ma:content:5ec9ac7a77f090fa497cc7cb,g9192,2
mubawab.ma:content:fcbf340da9633be62656fb9b,g3965,0
mubawab.ma:content:d0d374f342abb4bd6ec79840,g2825,2
mubawab.ma:content:7688b57faf63d8c0b5cb7d2c,g9199,1
mubawab.ma:content:fdd3dd74cdf3c01b3e77f935,g9200,4
mubawab.ma:content:0fb85c68574d5f8fd814dc5f,g326,0
mubawab.ma:content:5eb305fd6ceee3a997d3a40d,g9207,3
mubawab.ma:native:8382826,g9208,2
mubawab.ma:content:e2ec2e1105a0d79349c6154d,g5375,4
mubawab.ma:content:fc079a85bbe8a4635a330a47,g1859,2
mubawab.ma:native:8107872,g4762,0
mubawab.ma:native:8305719,g3524,1
mubawab.ma:content:f641ac0e96ae570fa2c2c500,g9218,0
mubawab.ma:content:74dbd1d2f4f8ca32cc53b4e6,g9219,4
mubawab.ma:content:0629d44f56469550f608b977,g9220,3
mubawab.ma:native:8377108,g9228,2
mubawab.ma:content:5291b68cc7db92bb67bb993b,g8514,2
mubawab.ma:content:5baac67e0ae19b6a4955a7b4,g6840,1
mubawab.ma:content:14cf93d670daa27abc093259,g6093,4
mubawab.ma:content:03c62baa6289e063e47d9d44,g9232,1
mubawab.ma:content:7ea524d93b93055ea8242060,g1422,0
mubawab.ma:content:14fdc556ca9557b220587be4,g9235,0
mubawab.ma:content:ee672c940505ff78f71888f1,g9236,4
mubawab.ma:content:d6a686f55143c819beb4295f,g9237,3
mubawab.ma:content:46cbcc487302486d1ad230fa,g9239,2
mubawab.ma:content:9205277ec498a01c19365e2d,g9241,1
mubawab.ma:native:8401721,g9242,0
mubawab.ma:content:3cc74967fcf2f8fa725a9aa0,g9244,4
mubawab.ma:content:2d65b805138dfa8829d216e5,g2825,2
mubawab.ma:native:8378792,g9246,3
mubawab.ma:native:8365804,g8952,4
mubawab.ma:content:6acb2aafcf4d7b0948d845de,g9249,2
mubawab.ma:content:455a6dd79e33c632b6ccc511,g1093,1
mubawab.ma:content:5e6d88a091a888a943b8a556,g3956,2
mubawab.ma:native:8342084,g1087,2
mubawab.ma:content:6d3c37d5178e559b0506715f,g9257,1
mubawab.ma:content:e5d31a6693e4070188ca3ec7,g9259,0
mubawab.ma:content:4753eb216041e3519153ab38,g9261,3
mubawab.ma:content:262e150ede82e894e3f094d7,g9262,2
mubawab.ma:content:5555b3e1bcd01d11d1e65d4d,g9264,1
mubawab.ma:content:13b5b85d4de669110253b680,g9265,0
mubawab.ma:native:8304895,g6498,0
mubawab.ma:content:f193092fd028eba861d509d9,g9267,4
mubawab.ma:content:7f0cd6ed6a297e81f0dc96d5,g9269,3
mubawab.ma:content:af537c7b484e3931013dfb13,g9273,2
mubawab.ma:content:ec9f70e66e65edf869e0b529,g9274,1
mubawab.ma:content:0be612c28038439feb2e149b,g9275,0
mubawab.ma:content:1325d101f84de4735db5b503,g9277,4
mubawab.ma:content:e10560ea66182fa8c2a8edc2,g9278,3
mubawab.ma:content:d0dd02d9ae7448e44e0a83d3,g5709,1
mubawab.ma:content:24ced7461e353f1dd290b927,g9280,2
mubawab.ma:native:8400712,g1134,0
mubawab.ma:native:8308558,g9283,1
mubawab.ma:content:4124cae68be1ba986d355763,g9284,0
mubawab.ma:url:20a64f2574fdff6d3dfad288,g9285,4
mubawab.ma:content:05f03f4c16780a7ac1ff60aa,g9287,3
mubawab.ma:content:e06c6a86a864de10583c6740,g9289,2
mubawab.ma:content:a5f53b18cdd7cfbddcda7516,g3742,4
mubawab.ma:content:c63a2e99193c7fd92bcb7f10,g9294,1
mubawab.ma:content:85e4e02263125ebd47633679,g1125,2
mubawab.ma:content:45a253f7be0941ba79867c00,g5451,1
mubawab.ma:content:89bb38cf097df7923e393a54,g9297,0
mubawab.ma:content:16baffcace18faae81328c39,g9298,4
mubawab.ma:native:8109288,g9302,1
mubawab.ma:content:766b2fefb0ac672434abb3ea,g9303,0
mubawab.ma:native:8329640,g1018,4
mubawab.ma:content:5f526cb7942bd04e6f5d7777,g9305,4
mubawab.ma:content:3d97ae90a3fc2fcf0fe018e6,g9306,3
mubawab.ma:content:eec5b4393ca0e1a5ef23c496,g9308,2
mubawab.ma:content:356edd419c241fd6ccd4f324,g9310,0
mubawab.ma:content:b2c25d054c925d9f1b5b7a25,g9312,4
mubawab.ma:content:ec28347b28a77fe51fb8abe8,g9313,3
mubawab.ma:native:8403851,g9314,2
mubawab.ma:content:e24fad73d7bc9156b573fdfe,g4763,4
mubawab.ma:content:bf0f1eaf264c771ec7cdf442,g9317,1
mubawab.ma:content:cc706e8c0ae0c9404ac3c6db,g7048,1
mubawab.ma:content:859bedcb093babff98ab1983,g9320,0
mubawab.ma:native:8361931,g222,0
mubawab.ma:native:8387821,g3544,0
mubawab.ma:native:8302577,g1079,2
mubawab.ma:content:3f8c68223ad1800982aa40bb,g9325,0
mubawab.ma:content:64b4472314c78c03294dc10b,g2825,2
mubawab.ma:content:d3036e723bd691d0b57ba234,g9327,4
mubawab.ma:native:8302754,g9328,3
mubawab.ma:content:8047248468f8be7e740fae80,g9329,2
mubawab.ma:native:8390542,g5461,3
mubawab.ma:native:8389504,g9332,1
mubawab.ma:content:cf14683a1ef4af476231ad13,g9333,0
mubawab.ma:native:8396844,g4109,1
mubawab.ma:content:25c2fd613342b97a9f33e427,g3502,3
mubawab.ma:native:8365253,g3047,4
mubawab.ma:content:c1a15e8c1626e894529e6038,g4272,3
mubawab.ma:native:8308702,g3711,1
mubawab.ma:content:fa5c20a772673130b7086ea5,g9343,3
mubawab.ma:content:ff2e6d70425c359e93b893a6,g9344,2
mubawab.ma:native:8300167,g2616,3
mubawab.ma:native:8260376,g3356,3
mubawab.ma:native:8324906,g9350,1
mubawab.ma:content:f42a17091b9b2f8bcc9bd400,g9351,0
mubawab.ma:content:1eb9f408b199e878ec2ad087,g9353,4
mubawab.ma:content:fa2c8f986a78869214462020,g9354,3
mubawab.ma:content:25ea67225535f96f2b9af887,g9355,2
mubawab.ma:content:436299488ac418d4b8294041,g9357,1
mubawab.ma:content:57691daa7885f3ba1bb2675b,g9358,0
mubawab.ma:content:ab00afdafb1ff808b81c480e,g9359,4
mubawab.ma:content:8794192d160d78740e8179a7,g9360,2
mubawab.ma:content:144ea88512a2efac5adeb783,g3408,1
mubawab.ma:content:91724be7f8b986253f4fd3ff,g2822,0
mubawab.ma:content:077538faafa62911e73b8150,g84,4
mubawab.ma:content:1634274d2b7dee657e0631e8,g9366,1
mubawab.ma:native:8370333,g9368,0
mubawab.ma:content:8e79ac66cbed20835787d74d,g9369,4
mubawab.ma:content:45f43acd48a1ea8d25032955,g9371,2
mubawab.ma:content:5135d41e079369a3c671fb2b,g9375,1
mubawab.ma:content:7e8a67c889e9419cfbec71f0,g9376,0
mubawab.ma:content:39244bc8885bf503f96788ac,g3612,4
mubawab.ma:native:8387579,g9379,4
mubawab.ma:content:fd019ecbadd55c97eb6074ff,g4269,4
mubawab.ma:content:2eea18e54402f12b6f61805a,g9382,3
mubawab.ma:content:6ee3bc74c903ba85f94d0d3c,g9387,4
mubawab.ma:content:544ed930cf122e27fdb1270d,g4182,1
mubawab.ma:content:8259ed7608801126bf4b0a9d,g9393,1
mubawab.ma:native:8260722,g9397,3
mubawab.ma:content:c9bb9cd95c1cecae38879a3f,g9398,0
mubawab.ma:content:01c79cf4e28fcbaad5a72457,g9399,4
mubawab.ma:content:eecf4624d22b2d641c44b2b4,g9400,2
mubawab.ma:native:8396668,g9402,1
mubawab.ma:content:017757b882628de4b0e37484,g2266,3
mubawab.ma:content:49bdac304aaa3dab956e88f9,g9387,4
mubawab.ma:content:aa63ac42198c6d68b19b7a6d,g575,0
mubawab.ma:content:269ea8e9e1ebe35c064fa489,g923,4
mubawab.ma:content:430d69d69af83901e8b1d61b,g9410,4
mubawab.ma:content:923a6717c05657b4f0e500c6,g9412,3
mubawab.ma:content:cf8079389b7d10b57da0d645,g7214,0
mubawab.ma:content:b275916090de3414b416a8b4,g9415,2
mubawab.ma:content:ff34b5bb37af84d8dc4f2e31,g9416,1
mubawab.ma:content:2bdec0a7fb4e79ea9f1e2276,g9417,0
mubawab.ma:content:51fcaee209ec94b0e4065b70,g9418,4
mubawab.ma:content:35efedf866d3af0335e876a3,g3136,2
mubawab.ma:native:8257947,g5254,1
mubawab.ma:native:8362698,g9422,3
mubawab.ma:content:f4c558a6ab139cfbc7c5a019,g7146,1
mubawab.ma:content:d4b5da7741aa8a06d16417bd,g7734,3
mubawab.ma:content:6347bc7d9d9052a0d4366ab4,g2503,2
mubawab.ma:content:81664a3fcafea7857f959d48,g9426,2
mubawab.ma:content:d162a8cfc9a820a4258a2d68,g6840,1
mubawab.ma:content:b6a495a70feeafa8c306b518,g9430,2
mubawab.ma:native:8363575,g9432,1
mubawab.ma:native:8262444,g9435,0
mubawab.ma:content:76d8514cf86580cc63dcd2fe,g1804,3
mubawab.ma:native:8385865,g1083,4
mubawab.ma:content:b4e37a0d012e1a037625556f,g9438,4
mubawab.ma:content:cd3237829e4086c31fa1e785,g1301,0
mubawab.ma:content:a7ee9d7c83a876d16bc400c0,g2848,3
mubawab.ma:content:1ac2144017f4189e9bf915f6,g9443,2
mubawab.ma:content:53a3fbf637c889813e9cb029,g9444,1
mubawab.ma:content:a64d139fa4aaca5966afd937,g9445,0
mubawab.ma:content:2e5e545ca658fff370b30241,g9446,4
mubawab.ma:content:079549d84540ef8fc0a1f885,g9448,3
mubawab.ma:content:1634d99b322ef626c90f498a,g9449,2
mubawab.ma:native:8243747,g9450,1
mubawab.ma:content:28406c2a949e633c68f9b655,g7802,2
mubawab.ma:content:fbb4df91d659d526b402335e,g9454,0
mubawab.ma:content:b3721d073da1805ecae5c5fd,g9456,4
mubawab.ma:native:8395178,g2313,2
mubawab.ma:content:f6426472ef215984b220e26e,g3092,1
mubawab.ma:content:421c63a0d4b91c737e28dda8,g6092,4
mubawab.ma:content:04b7fe34718f29ab2d8b53ac,g9462,3
mubawab.ma:content:fc253291616485e90931b177,g5066,4
mubawab.ma:content:55c5859fdf29c84623f74ebb,g1636,1
mubawab.ma:content:8105f2ae41e78bdc89541ac1,g9472,2
mubawab.ma:content:7727c836999b112ff0d3d956,g9474,1
mubawab.ma:content:83eeccae43580da5ab6b28dc,g6447,4
mubawab.ma:content:74923b49d9dbb34b70101912,g3479,0
mubawab.ma:content:ee4050d6fd704d9009f97978,g9477,0
mubawab.ma:native:8201574,g9479,4
mubawab.ma:content:88d6b8a93bc77a89cf6836f1,g9480,3
mubawab.ma:content:746106d1e40c6a4ad13f9902,g1134,0
mubawab.ma:content:1520b3bccd475d8f598bd938,g9482,2
mubawab.ma:content:02c683d82f2a8ae97a221e92,g9484,1
mubawab.ma:content:5e9a148291404b6598f812df,g2514,4
mubawab.ma:content:2a6e52d1fea2f1daea7c4f97,g9397,3
mubawab.ma:content:4ee83bd58e1a2720c51ef122,g960,1
mubawab.ma:content:211bc21c495124c83c99ce52,g4068,1
mubawab.ma:content:1036df70bebd469ba9c258cf,g6732,1
mubawab.ma:native:8349477,g9494,0
mubawab.ma:content:f23a3d2da993b342c8b9b789,g4678,2
mubawab.ma:native:8401183,g9496,4
mubawab.ma:content:98cd343173b45f88fe9e5ca0,g29,2
mubawab.ma:native:8332552,g8646,2
mubawab.ma:content:0075877092e532323cb2cac7,g9500,2
mubawab.ma:content:0232d47173eb793c83cc7068,g9501,1
mubawab.ma:native:8344532,g388,0
mubawab.ma:url:e605ea59114a12d4282fd3a4,g9506,0
mubawab.ma:content:d0fb90d908bb9121bee440c1,g9507,4
mubawab.ma:content:d5cb72381e709d38e5aceead,g2945,3
mubawab.ma:content:6081a170a937087444d2155f,g9509,3
mubawab.ma:content:f946ff8bc0f7e8d071b5bc19,g8764,0
mubawab.ma:content:2ccd40591edc07d7ff9129d2,g9511,2
mubawab.ma:content:432cb62174d95ff618a9aa57,g261,3
mubawab.ma:content:d39279bc7f1bfcabfb521aee,g6180,3
mubawab.ma:content:c93dafd7b7c65cd17005198b,g7214,0
mubawab.ma:native:7687869,g2622,4
mubawab.ma:content:0c88fa8e4e6bbdc6815064f2,g9519,1
mubawab.ma:content:1b97fd4bf4b41b1c077805a3,g9521,0
mubawab.ma:content:035fcd88904561beb6168d07,g9523,4
mubawab.ma:content:c1172a8be683313dc61cbfb5,g9524,3
mubawab.ma:native:8260698,g9525,2
mubawab.ma:content:a3faea5f30c0b881d0c5ec5a,g6067,0
mubawab.ma:content:6f2d10966d086bc863a8b21c,g8065,2
mubawab.ma:native:8264086,g88,2
mubawab.ma:content:cf1c183bd6f21144c41f1d81,g9529,1
mubawab.ma:content:6f20ecc432f853d5b4565a99,g9531,0
mubawab.ma:content:b3278389a51e477c1ba3eb40,g4103,4
mubawab.ma:native:8383555,g9534,4
mubawab.ma:content:b7190769d0a60bf917c2fc2e,g9536,3
mubawab.ma:native:8113146,g9537,2
mubawab.ma:content:e57fe41399b867231a9f97ed,g9541,1
mubawab.ma:content:fda121ad2326a03a56ac567a,g1182,1
mubawab.ma:content:d03fe46db6c4c981f1c2a337,g917,1
mubawab.ma:content:3d24c8299200f816bd7bdac7,g9544,0
mubawab.ma:native:8365660,g9545,4
mubawab.ma:native:8260231,g4525,0
mubawab.ma:native:8393902,g1950,3
mubawab.ma:native:7004962,g5638,2
mubawab.ma:native:8379974,g9555,3
mubawab.ma:content:cda728cdfe226f8fe1d8f545,g9556,2
mubawab.ma:content:717ae4eea941bff2f555d92c,g9559,1
mubawab.ma:content:4b36e4f1459aadfe7ae3c2bc,g7576,0
mubawab.ma:content:ea5b246ebf9ded202bcdec07,g9561,0
mubawab.ma:content:63a902786ce9d4d6a97ee802,g9562,4
mubawab.ma:content:4342d3dd74e20a5c25d6953c,g9563,3
mubawab.ma:content:c53e97173859dbc44e39af47,g977,4
mubawab.ma:native:8349959,g968,3
mubawab.ma:content:2006ab242905c99553c1ebae,g9567,2
mubawab.ma:content:a94ea6f2f43eeae62697fd7e,g9568,1
mubawab.ma:native:8392399,g9569,0
mubawab.ma:content:3317630074d323c5b9b3f0c9,g9571,3
mubawab.ma:native:8378188,g1371,4
mubawab.ma:native:8262416,g589,0
mubawab.ma:content:c976c2df8d1087b78d8acd72,g9574,2
mubawab.ma:native:8277985,g4954,3
mubawab.ma:content:bda0f072eb36a81fd43be8b2,g8902,4
mubawab.ma:native:8370890,g9577,1
mubawab.ma:native:8149008,g8236,2
mubawab.ma:content:9a1a2e5c495d4a3dee3139df,g9580,3
mubawab.ma:content:8668b32fd267da8a712face3,g9581,0
mubawab.ma:content:aea95c19a882841168a0daf9,g9582,4
mubawab.ma:content:33d050f04f66eb19bb98709f,g9583,3
mubawab.ma:content:3d7902c962afad1d1d04f81a,g9584,2
mubawab.ma:content:3c5ecde742e03b6010b47492,g9585,1
mubawab.ma:content:6bd619f46e0b87e4a009408c,g4550,2
mubawab.ma:content:788f6f3c5f0a9a1261f16789,g6210,2
mubawab.ma:content:3cdbf4072f80d46740c82878,g3742,4
mubawab.ma:content:7f31c41bcfbb4d2625c24223,g9592,4
mubawab.ma:native:8356897,g9593,3
mubawab.ma:content:cabc952281b2ce244e3e0a94,g9594,2
mubawab.ma:content:07257a0acf1a6c19391b4665,g4369,0
mubawab.ma:native:8296384,g9601,1
mubawab.ma:content:936b60ca23e6de1980a787d8,g9604,0
mubawab.ma:content:214ea2eab69466e28939e53b,g5057,0
mubawab.ma:content:2d7fa05d39954a18f73fae97,g9607,4
mubawab.ma:content:6fc28e4798d5709e909d1d2c,g2291,2
mubawab.ma:content:d7b88b250cc893559dfe2d95,g9613,3
mubawab.ma:content:a9655f4b1abe51ae3fdd6be9,g9615,2
mubawab.ma:content:b993d0769061b981d130adeb,g9617,1
mubawab.ma:native:8270219,g9619,4
mubawab.ma:content:15ceffd5302370be490b4a70,g9621,4
mubawab.ma:content:be4016362d8646f6ebfc0f49,g4913,1
mubawab.ma:content:6a0703ee7b28e30b6ac9f42c,g9623,3
mubawab.ma:native:8404781,g9624,3
mubawab.ma:content:9b9719fa63f9b5346894b23a,g2261,4
mubawab.ma:content:edfafd65055980ed7f463c62,g9629,2
mubawab.ma:content:90b95ea750f068acc8c339db,g9632,0
mubawab.ma:content:7576f8cab129922a3fdc5246,g2407,2
mubawab.ma:content:35462587e82d87f393945763,g9635,2
mubawab.ma:content:42ad4cee8dcb132dcfa51df8,g9642,4
mubawab.ma:content:79275aba9b73c0c9e475448f,g9094,0
mubawab.ma:native:8391792,g9644,3
mubawab.ma:content:30303d201439076bb8c750b8,g9645,2
mubawab.ma:content:035ddb282a54f00aa2e430e2,g9646,1
mubawab.ma:content:8398bea06db8acd97d75a48e,g7686,4
mubawab.ma:content:eca117802e0dfb2b03e47b5a,g9649,0
mubawab.ma:content:74e65605b1f97ba2c95ae806,g9653,4
mubawab.ma:content:d9c34a42e431d89db0bba8a8,g9655,3
mubawab.ma:content:ffdd7993fe6b67b13fabbbe5,g9657,2
